,MovieID,Title,Genres,MovieIDm,Year,1,2,3,4,5,n_5_star,n_4_star,n_ratings,WeightedScore
3496,3738,"Sugarland Express, The (1974)",Drama,m3738,1974,1,8,30,31,7,7,31,115,35.8
1235,1332,"Believers, The (1987)",Horror|Thriller,m1332,1987,12,18,43,25,4,4,25,131,35.7
2673,2880,Operation Condor 2 (Longxiong hudi) (1990),Action|Adventure|Comedy,m2880,1990,5,5,23,30,9,9,30,111,35.7
1806,1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,m1986,1989,54,26,29,13,5,5,13,145,35.4
2189,2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy,m2382,1988,83,31,26,8,2,2,8,160,35.4
3168,3399,Sesame Street Presents Follow That Bird (1985),Children's|Comedy,m3399,1985,9,13,33,22,10,10,22,119,35.4
2449,2651,Frankenstein Meets the Wolf Man (1943),Horror,m2651,1943,10,10,27,28,7,7,28,117,35.300000000000004
252,259,Kiss of Death (1995),Crime|Drama|Thriller,m259,1995,12,23,38,27,2,2,27,131,35.300000000000004
2644,2851,Saturn 3 (1979),Adventure|Sci-Fi|Thriller,m2851,1979,22,48,46,16,1,1,16,150,35.3
2390,2587,Life (1999),Comedy,m2587,1999,5,26,43,24,4,4,24,130,35.2
555,569,Little Big League (1994),Children's|Comedy,m569,1994,8,22,40,29,1,1,29,130,35.2
646,668,Pather Panchali (1955),Drama,m668,1955,1,1,5,11,29,29,11,87,35.2
330,340,"War, The (1994)",Adventure|Drama,m340,1994,3,12,35,27,7,7,27,118,35.2
3447,3689,Porky's II: The Next Day (1983),Comedy,m3689,1983,57,36,35,11,2,2,11,154,35.1
3667,3914,"Broken Hearts Club, The (2000)",Drama,m3914,2000,8,8,15,31,8,8,31,109,35.1
3579,3823,Wonderland (1999),Drama,m3823,1999,2,9,17,24,14,14,24,104,35.0
2934,3150,"War Zone, The (1999)",Drama,m3150,1999,3,8,9,25,15,15,25,100,35.0
2265,2458,Armed and Dangerous (1986),Comedy|Crime,m2458,1986,28,31,54,15,2,2,15,147,34.900000000000006
1298,1397,Bastard Out of Carolina (1996),Drama,m1397,1996,1,10,13,25,14,14,25,102,34.900000000000006
2767,2978,Three to Tango (1999),Comedy|Romance,m2978,1999,11,25,40,23,4,4,23,130,34.9
3264,3497,Max Dugan Returns (1983),Comedy,m3497,1983,6,18,43,23,6,6,23,125,34.9
1345,1454,SubUrbia (1997),Comedy,m1454,1997,9,10,29,27,7,7,27,116,34.800000000000004
1267,1365,Ridicule (1996),Drama,m1365,1996,1,5,12,24,16,16,24,98,34.8
1544,1681,Mortal Kombat: Annihilation (1997),Action|Adventure,m1681,1997,46,37,37,9,5,5,9,148,34.8
1461,1592,Air Bud (1997),Children's|Comedy,m1592,1997,33,18,38,19,4,4,19,135,34.7
3570,3813,Interiors (1978),Drama,m3813,1978,2,13,35,25,8,8,25,116,34.7
939,1004,"Glimmer Man, The (1996)",Action|Thriller,m1004,1996,20,26,28,22,5,5,22,128,34.7
934,998,Set It Off (1996),Action|Crime,m998,1996,7,22,35,21,8,8,21,122,34.7
2463,2665,Earth Vs. the Flying Saucers (1956),Sci-Fi,m2665,1956,4,10,21,24,12,12,24,107,34.6
2331,2526,Meteor (1979),Sci-Fi,m2526,1979,25,51,39,14,2,2,14,147,34.6
1996,2177,Family Plot (1976),Comedy|Thriller,m2177,1976,2,16,31,30,4,4,30,117,34.400000000000006
2267,2460,"Texas Chainsaw Massacre 2, The (1986)",Horror,m2460,1986,39,24,34,11,8,8,11,135,34.3
312,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,m321,1993,2,2,18,26,13,13,26,100,34.3
1363,1475,Kama Sutra: A Tale of Love (1996),Romance,m1475,1996,8,13,28,23,9,9,23,113,34.0
2163,2356,Celebrity (1998),Comedy,m2356,1998,9,25,35,21,6,6,21,123,33.900000000000006
2720,2928,"Razor's Edge, The (1984)",Drama,m2928,1984,4,9,31,23,10,10,23,110,33.9
1524,1661,Switchback (1997),Thriller,m1661,1997,3,12,42,27,4,4,27,119,33.9
706,743,Spy Hard (1996),Comedy,m743,1996,27,21,37,15,7,7,15,129,33.8
3139,3368,"Big Country, The (1958)",Romance|Western,m3368,1958,3,3,20,24,13,13,24,100,33.7
1490,1623,Wishmaster (1997),Horror,m1623,1997,41,37,35,12,3,3,12,143,33.7
77,79,"Juror, The (1996)",Drama|Thriller,m79,1996,18,32,43,19,2,2,19,135,33.7
2611,2816,Iron Eagle II (1988),Action|War,m2816,1988,56,64,20,8,0,0,8,156,33.6
2901,3117,Ride with the Devil (1999),Drama|Romance|War,m3117,1999,5,12,23,22,11,11,22,106,33.300000000000004
1240,1337,"Body Snatcher, The (1945)",Horror,m1337,1945,3,5,19,27,10,10,27,101,33.300000000000004
2575,2780,"Raven, The (1963)",Comedy|Horror,m2780,1963,8,10,35,17,12,12,17,111,33.300000000000004
2544,2749,"Morning After, The (1986)",Drama|Mystery,m2749,1986,2,10,44,29,2,2,29,118,33.3
3060,3286,Snow Day (2000),Comedy,m3286,2000,39,37,29,15,2,2,15,139,33.3
2902,3118,Tumbleweeds (1999),Drama,m3118,1999,1,8,20,29,8,8,29,103,33.3
2093,2285,If.... (1968),Drama,m2285,1968,1,2,11,28,12,12,28,94,33.2
1869,2050,Herbie Goes Bananas (1980),Adventure|Children's|Comedy,m2050,1980,25,24,31,22,2,2,22,128,33.2
2190,2383,Police Academy 6: City Under Siege (1989),Comedy,m2383,1989,88,32,23,4,2,2,4,155,33.2
898,959,Of Human Bondage (1934),Drama,m959,1934,2,4,14,25,13,13,25,96,33.2
2304,2498,My Favorite Martian (1999),Comedy|Sci-Fi,m2498,1999,35,32,41,10,5,5,10,138,33.1
1836,2016,"Apple Dumpling Gang Rides Again, The (1979)",Children's|Comedy|Western,m2016,1979,23,16,49,17,4,4,17,130,33.1
3184,3416,"Trial, The (Le Procès) (1963)",Drama,m3416,1963,4,3,7,15,22,22,15,88,33.1
2543,2748,Allan Quartermain and the Lost City of Gold (1987),Action|Adventure,m2748,1987,49,44,33,10,1,1,10,148,33.1
3595,3840,Pumpkinhead (1988),Horror,m3840,1988,24,26,42,17,3,3,17,132,33.0
3276,3509,Black and White (1999),Drama,m3509,1999,10,25,29,25,3,3,25,120,33.0
1079,1167,Dear God (1996),Comedy,m1167,1996,9,22,36,24,3,3,24,121,32.900000000000006
1351,1460,That Darn Cat! (1997),Children's|Comedy|Mystery,m1460,1997,20,23,26,17,8,8,17,119,32.9
377,387,"Low Down Dirty Shame, A (1994)",Action|Comedy,m387,1994,11,30,37,22,2,2,22,126,32.800000000000004
8,9,Sudden Death (1995),Action,m9,1995,16,29,33,22,2,2,22,126,32.800000000000004
2134,2327,Tales from the Darkside: The Movie (1990),Horror,m2327,1990,10,23,43,20,4,4,20,124,32.8
2991,3211,"Cry in the Dark, A (1988)",Drama,m3211,1988,1,5,22,35,3,3,35,104,32.8
303,312,Stuart Saves His Family (1995),Comedy,m312,1995,27,32,34,15,4,4,15,131,32.7
1675,1855,Krippendorf's Tribe (1998),Comedy,m1855,1998,29,31,27,18,3,3,18,129,32.7
1603,1759,Four Days in September (1997),Drama,m1759,1997,0,1,9,31,10,10,31,92,32.7
2667,2874,"Pajama Game, The (1957)",Comedy,m2874,1957,3,3,26,26,9,9,26,102,32.7
2979,3199,Pal Joey (1957),Comedy|Musical|Romance,m3199,1957,3,9,26,28,6,6,28,106,32.6
1328,1432,Metro (1997),Action,m1432,1997,12,26,38,21,3,3,21,124,32.6
3193,3425,Mo' Better Blues (1990),Drama,m3425,1990,4,8,38,19,10,10,19,108,32.3
394,408,8 Seconds (1994),Drama,m408,1994,5,10,26,19,12,12,19,103,32.3
1799,1979,Friday the 13th Part VI: Jason Lives (1986),Horror,m1979,1986,45,26,24,10,7,7,10,129,32.3
150,156,Blue in the Face (1995),Comedy,m156,1995,1,8,25,17,15,15,17,98,32.2
3592,3837,Phantasm II (1988),Horror,m3837,1988,13,17,33,19,7,7,19,115,32.2
3552,3795,"Five Senses, The (1999)",Drama,m3795,1999,5,8,20,21,12,12,21,99,32.1
2896,3112,'Night Mother (1986),Drama,m3112,1986,4,10,25,18,13,13,18,101,32.1
3495,3737,Lonely Are the Brave (1962),Drama|Western,m3737,1962,2,2,10,16,20,20,16,86,32.0
2564,2769,"Yards, The (1999)",Crime|Mystery,m2769,1999,5,12,31,19,10,10,19,106,31.900000000000002
1662,1841,"Gingerbread Man, The (1998)",Drama|Thriller,m1841,1998,7,18,45,23,2,2,23,120,31.9
3055,3281,"Brandon Teena Story, The (1998)",Documentary,m3281,1998,0,2,9,23,15,15,23,87,31.8
1475,1606,Kull the Conqueror (1997),Action|Adventure,m1606,1997,32,29,29,17,2,2,17,128,31.700000000000003
1257,1355,Nightwatch (1997),Horror|Thriller,m1355,1997,13,15,20,20,9,9,20,106,31.700000000000003
1547,1684,Mrs. Dalloway (1997),Romance,m1684,1997,1,4,18,22,13,13,22,93,31.700000000000003
1798,1978,Friday the 13th Part V: A New Beginning (1985),Horror,m1978,1985,50,27,22,8,7,7,8,129,31.700000000000003
2080,2271,Permanent Midnight (1998),Drama,m2271,1998,2,10,33,26,5,5,26,107,31.700000000000003
3567,3810,White Sands (1992),Drama|Thriller,m3810,1992,2,18,35,23,5,5,23,111,31.6
263,270,Love Affair (1994),Drama|Romance,m270,1994,6,20,24,23,6,6,23,108,31.5
2241,2434,Down in the Delta (1998),Drama,m2434,1998,0,6,19,26,9,9,26,95,31.3
3448,3690,Porky's Revenge (1985),Comedy,m3690,1985,51,30,28,11,2,2,11,135,31.3
1467,1598,Desperate Measures (1998),Crime|Drama|Thriller,m1598,1998,14,24,56,14,3,3,14,128,31.3
3017,3241,"Cup, The (Phörpa) (1999)",Comedy,m3241,1999,2,5,15,23,12,12,23,92,31.3
2232,2425,"General, The (1998)",Crime,m2425,1998,1,5,15,31,6,6,31,95,31.299999999999997
2691,2898,"Dark Half, The (1993)",Horror|Mystery,m2898,1993,14,22,46,16,4,4,16,122,31.200000000000003
1870,2051,Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy,m2051,1977,23,24,34,15,5,5,15,121,31.200000000000003
2649,2856,I Saw What You Did (1965),Thriller,m2856,1965,14,22,30,18,6,6,18,114,31.2
2971,3188,"Life and Times of Hank Greenberg, The (1998)",Documentary,m3188,1998,3,4,11,24,12,12,24,90,31.2
925,988,Grace of My Heart (1996),Comedy|Drama,m988,1996,2,12,25,18,12,12,18,99,31.2
3476,3718,American Pimp (1999),Documentary,m3718,1999,9,9,11,18,14,14,18,93,31.0
1917,2098,Son of Flubber (1963),Children's|Comedy,m2098,1963,8,10,30,19,9,9,19,104,31.0
2319,2514,Pet Sematary II (1992),Horror,m2514,1992,45,38,20,7,6,6,7,129,30.9
3195,3427,Coogan's Bluff (1968),Crime,m3427,1968,1,7,35,28,3,3,28,105,30.9
3063,3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,m3289,1999,3,2,11,24,12,12,24,88,30.8
2854,3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",Drama,m3069,1972,0,1,19,24,11,11,24,90,30.7
1308,1410,"Evening Star, The (1996)",Comedy|Drama,m1410,1996,12,18,38,14,8,8,14,112,30.6
431,445,Fatal Instinct (1993),Comedy,m445,1993,19,24,37,17,3,3,17,120,30.6
757,803,Walking and Talking (1996),Romance,m803,1996,0,6,17,23,11,11,23,91,30.599999999999998
1092,1180,Hear My Song (1991),Comedy,m1180,1991,1,6,8,20,15,15,20,85,30.5
1302,1404,Night Falls on Manhattan (1997),Crime|Drama,m1404,1997,5,12,30,25,4,4,25,105,30.5
726,764,Heavy (1995),Drama|Romance,m764,1995,4,7,35,21,7,7,21,102,30.200000000000003
1509,1646,Rocket Man (1997),Comedy,m1646,1997,12,22,32,14,8,8,14,110,30.2
34,35,Carrington (1995),Drama|Romance,m35,1995,1,12,27,24,6,6,24,100,30.2
1709,1889,Insomnia (1997),Thriller,m1889,1997,0,3,9,28,9,9,28,86,30.1
1804,1984,Halloween III: Season of the Witch (1983),Horror,m1984,1983,50,16,23,11,5,5,11,121,30.000000000000004
2623,2828,Dudley Do-Right (1999),Children's|Comedy,m2828,1999,46,30,35,6,4,4,6,131,30.000000000000004
1987,2168,Dance with Me (1998),Drama|Romance,m2168,1998,7,12,34,20,6,6,20,105,30.0
3580,3824,Autumn in New York (2000),Drama|Romance,m3824,2000,45,27,33,9,3,3,9,129,30.0
3467,3709,Sleepwalkers (1992),Horror,m3709,1992,20,45,34,12,2,2,12,127,30.0
3676,3923,Return of the Fly (1959),Horror|Sci-Fi,m3923,1959,17,29,40,17,1,1,17,122,30.0
763,809,Fled (1996),Action|Adventure,m809,1996,18,27,42,18,0,0,18,123,30.0
2655,2862,Caligula (1980),Drama,m2862,1980,24,14,27,23,1,1,23,113,30.0
2914,3130,Bonfire of the Vanities (1990),Comedy,m3130,1990,23,42,41,10,2,2,10,130,30.0
3145,3375,Destination Moon (1950),Sci-Fi,m3375,1950,4,8,22,24,7,7,24,96,29.900000000000002
78,80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,m80,1995,0,2,15,25,10,10,25,87,29.900000000000002
380,390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama,m390,1965,3,6,19,18,13,13,18,90,29.9
1141,1232,Stalker (1979),Mystery|Sci-Fi,m1232,1979,5,5,9,18,15,15,18,85,29.9
915,976,"Farewell to Arms, A (1932)",Romance|War,m976,1932,2,8,13,22,11,11,22,89,29.9
1422,1546,Schizopolis (1996),Comedy,m1546,1996,3,6,8,12,20,20,12,81,29.799999999999997
1585,1733,Afterglow (1997),Drama|Romance,m1733,1997,3,14,40,21,4,4,21,107,29.700000000000003
3703,3950,Tigerland (2000),Drama,m3950,2000,2,5,14,21,12,12,21,87,29.700000000000003
655,680,Alphaville (1965),Sci-Fi,m680,1965,6,6,23,17,12,12,17,93,29.700000000000003
355,365,Little Buddha (1993),Drama,m365,1993,4,12,25,28,2,2,28,101,29.6
1469,1600,She's So Lovely (1997),Drama|Romance,m1600,1997,9,21,30,20,4,4,20,108,29.6
1254,1352,Albino Alligator (1996),Crime|Thriller,m1352,1996,7,24,43,16,4,4,16,114,29.6
3612,3858,Cecil B. Demented (2000),Comedy,m3858,2000,5,14,21,23,6,6,23,98,29.5
692,725,"Great White Hype, The (1996)",Comedy,m725,1996,12,20,38,17,4,4,17,112,29.5
2612,2817,Aces: Iron Eagle III (1992),Action|War,m2817,1992,78,23,15,9,0,0,9,134,29.5
2028,2210,Sabotage (1936),Thriller,m2210,1936,1,2,17,26,8,8,26,88,29.400000000000002
1881,2062,"Governess, The (1998)",Drama|Romance,m2062,1998,4,13,25,21,7,7,21,98,29.400000000000002
2796,3008,Last Night (1998),Thriller,m3008,1998,2,5,11,20,13,13,20,84,29.3
2388,2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,m2585,1998,2,2,10,21,13,13,21,82,29.200000000000003
1676,1856,Kurt & Courtney (1998),Documentary|Musical,m1856,1998,9,10,25,24,4,4,24,100,29.2
2447,2649,Son of Frankenstein (1939),Horror,m2649,1939,5,7,25,18,10,10,18,93,29.0
3113,3340,Bride of the Monster (1956),Horror|Sci-Fi,m3340,1956,20,7,17,21,6,6,21,98,28.900000000000002
2114,2306,Holy Man (1998),Comedy,m2306,1998,26,17,26,19,2,2,19,111,28.900000000000002
3438,3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,m3680,1988,2,0,12,18,15,15,18,80,28.9
1443,1571,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance,m1571,1996,1,2,7,23,12,12,23,80,28.9
1510,1647,Playing God (1997),Crime|Thriller,m1647,1997,7,21,42,16,4,4,16,110,28.8
3413,3655,Blow-Out (La Grande Bouffe) (1973),Drama,m3655,1973,1,2,13,25,9,9,25,84,28.8
400,414,"Air Up There, The (1994)",Comedy,m414,1994,12,29,28,20,1,1,20,111,28.700000000000003
3565,3808,Two Women (La Ciociara) (1961),Drama|War,m3808,1961,2,1,8,16,17,17,16,77,28.700000000000003
3078,3304,Blue Collar (1978),Crime|Drama,m3304,1978,1,5,18,25,7,7,25,88,28.6
111,116,Anne Frank Remembered (1995),Documentary,m116,1995,3,0,4,17,17,17,17,75,28.6
2804,3017,Creepshow 2 (1987),Horror,m3017,1987,22,23,45,10,4,4,10,118,28.6
66,68,French Twist (Gazon maudit) (1995),Comedy|Romance,m68,1995,1,7,21,26,5,5,26,91,28.5
3435,3677,Baraka (1992),Documentary,m3677,1992,1,4,6,22,12,12,22,79,28.4
1685,1865,Wild Man Blues (1998),Documentary,m1865,1998,2,6,14,24,8,8,24,86,28.4
2226,2419,Extremities (1986),Drama|Thriller,m2419,1986,2,14,26,22,5,5,22,96,28.300000000000004
1505,1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama,m1642,1996,6,14,29,20,5,5,20,99,28.3
3604,3849,"Spiral Staircase, The (1946)",Thriller,m3849,1946,1,0,8,21,13,13,21,77,28.200000000000003
2548,2753,"Bedroom Window, The (1987)",Thriller,m2753,1987,0,8,17,28,4,4,28,89,28.200000000000003
3700,3947,Get Carter (1971),Thriller,m3947,1971,5,5,15,19,11,11,19,85,28.2
1397,1516,Children of the Revolution (1996),Comedy,m1516,1996,2,3,15,23,9,9,23,84,28.2
2503,2708,"Autumn Tale, An (Conte d'automne) (1998)",Romance,m2708,1998,0,5,9,22,11,11,22,80,28.1
664,692,Solo (1996),Action|Sci-Fi|Thriller,m692,1996,39,31,23,11,2,2,11,119,28.1
941,1006,"Chamber, The (1996)",Drama,m1006,1996,6,9,40,18,5,5,18,101,28.1
684,715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama,m715,1995,2,6,13,20,11,11,20,83,28.1
113,118,If Lucy Fell (1996),Comedy|Romance,m118,1996,5,18,19,19,7,7,19,94,28.0
3199,3431,Death Wish II (1982),Action|Drama,m3431,1982,17,19,29,15,5,5,15,105,28.0
2416,2618,"Castle, The (1997)",Comedy,m2618,1997,1,3,10,18,14,14,18,78,28.0
2305,2499,God Said 'Ha!' (1998),Comedy,m2499,1998,5,2,13,24,8,8,24,84,28.0
2385,2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy,m2582,1992,9,9,22,18,8,8,18,92,27.8
3492,3734,Prince of the City (1981),Drama,m3734,1981,1,7,19,23,7,7,23,87,27.8
3327,3564,"Flintstones in Viva Rock Vegas, The (2000)",Children's|Comedy,m3564,2000,67,24,33,3,1,1,3,132,27.8
902,963,"Inspector General, The (1949)",Musical,m963,1949,3,3,18,20,10,10,20,84,27.8
1816,1996,Poltergeist III (1988),Horror|Thriller,m1996,1988,53,37,12,8,2,2,8,122,27.8
3624,3870,Our Town (1940),Drama,m3870,1940,0,3,16,15,15,15,15,79,27.8
1745,1925,Wings (1927),Drama|Romance|War,m1925,1927,1,4,8,18,14,14,18,77,27.799999999999997
2576,2781,"Tingler, The (1959)",Horror,m2781,1959,6,11,18,22,6,6,22,91,27.799999999999997
2678,2885,Guinevere (1999),Drama|Romance,m2885,1999,2,8,22,24,5,5,24,90,27.7
344,354,Cobb (1994),Drama,m354,1994,3,13,24,23,4,4,23,94,27.7
300,309,"Red Firecracker, Green Firecracker (1994)",Drama,m309,1994,4,1,11,22,10,10,22,80,27.6
2279,2472,Tough Guys (1986),Comedy,m2472,1986,1,19,56,15,2,2,15,110,27.5
1763,1943,"Greatest Show on Earth, The (1952)",Drama,m1943,1952,4,8,20,25,4,4,25,90,27.5
1368,1482,"Van, The (1996)",Comedy|Drama,m1482,1996,3,4,27,27,2,2,27,92,27.5
3142,3372,"Bridge at Remagen, The (1969)",Action|War,m3372,1969,0,5,21,24,6,6,24,86,27.4
566,580,Princess Caraboo (1994),Drama,m580,1994,4,10,20,23,5,5,23,90,27.4
94,97,"Hate (Haine, La) (1995)",Drama,m97,1995,5,2,5,19,13,13,19,76,27.4
3221,3453,Here on Earth (2000),Drama|Romance,m3453,2000,19,30,23,12,5,5,12,106,27.300000000000004
2352,2548,"Rage: Carrie 2, The (1999)",Horror,m2548,1999,30,36,28,7,4,4,7,116,27.300000000000004
1163,1255,Bad Taste (1987),Comedy|Horror,m1255,1987,4,9,12,19,10,10,19,83,27.3
588,602,"Great Day in Harlem, A (1994)",Documentary,m602,1994,1,1,8,13,18,18,13,72,27.3
3011,3235,Where the Buffalo Roam (1980),Comedy,m3235,1980,7,18,24,12,10,10,12,93,27.200000000000003
2493,2697,My Son the Fanatic (1998),Comedy|Drama|Romance,m2697,1998,0,5,11,24,8,8,24,80,27.2
2615,2820,Hamlet (1964),Drama,m2820,1964,1,9,15,15,13,13,15,81,27.2
2579,2784,"Masque of the Red Death, The (1964)",Horror,m2784,1964,3,13,20,22,5,5,22,90,27.1
3191,3423,School Daze (1988),Drama,m3423,1988,8,17,26,19,4,4,19,97,27.1
1968,2149,House II: The Second Story (1987),Comedy|Horror,m2149,1987,38,15,38,10,2,2,10,115,27.0
1856,2037,Candleshoe (1977),Adventure|Children's|Comedy,m2037,1977,1,5,18,24,6,6,24,84,27.0
499,513,Radioland Murders (1994),Comedy|Mystery|Romance,m513,1994,3,15,23,23,3,3,23,93,27.0
3473,3715,Burglar (1987),Comedy,m3715,1987,16,37,18,13,4,4,13,105,26.9
1503,1640,How to Be a Player (1997),Comedy,m1640,1997,16,30,20,13,5,5,13,102,26.800000000000004
163,169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,m169,1995,48,24,33,7,1,1,7,121,26.800000000000004
2224,2417,Heartburn (1986),Comedy|Drama,m2417,1986,3,25,24,17,5,5,17,96,26.800000000000004
3141,3371,Bound for Glory (1976),Drama,m3371,1976,2,3,13,19,11,11,19,78,26.8
262,269,My Crazy Life (Mi vida loca) (1993),Drama,m269,1993,2,1,22,26,4,4,26,85,26.8
272,279,My Family (1995),Drama,m279,1995,2,3,9,24,8,8,24,78,26.8
143,149,Amateur (1994),Crime|Drama|Thriller,m149,1994,1,1,14,22,9,9,22,78,26.700000000000003
3281,3514,Joe Gould's Secret (2000),Drama,m3514,2000,5,11,19,23,4,4,23,89,26.7
2423,2625,Black Mask (Hak hap) (1996),Action,m2625,1996,5,16,21,17,7,7,17,90,26.6
2922,3138,Stealing Home (1988),Drama,m3138,1988,3,12,27,17,7,7,17,90,26.6
1800,1980,Friday the 13th Part VII: The New Blood (1988),Horror,m1980,1988,35,26,15,11,4,4,11,106,26.500000000000004
1474,1605,Excess Baggage (1997),Adventure|Romance,m1605,1997,15,19,37,15,2,2,15,105,26.5
121,126,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,m126,1994,42,30,14,12,1,1,12,112,26.5
2911,3127,Holy Smoke (1999),Drama,m3127,1999,5,10,12,25,4,4,25,85,26.5
3699,3946,Get Carter (2000),Action|Drama|Thriller,m3946,2000,32,24,32,10,2,2,10,112,26.400000000000002
2641,2848,Othello (1952),Drama,m2848,1952,1,2,6,21,11,11,21,73,26.400000000000002
146,152,"Addiction, The (1995)",Horror,m152,1995,8,14,25,14,8,8,14,91,26.4
1818,1998,Exorcist II: The Heretic (1977),Horror,m1998,1977,57,33,16,6,1,1,6,120,26.3
1497,1631,"Assignment, The (1997)",Thriller,m1631,1997,2,3,13,26,5,5,26,80,26.3
1680,1860,Character (Karakter) (1997),Drama,m1860,1997,2,3,8,21,10,10,21,75,26.3
3472,3714,Clara's Heart (1988),Drama,m3714,1988,4,11,26,22,3,3,22,91,26.299999999999997
3350,3590,"Lords of Flatbush, The (1974)",Comedy,m3590,1974,2,27,38,17,1,1,17,103,26.200000000000003
455,469,"House of the Spirits, The (1993)",Drama|Romance,m469,1993,10,13,25,12,9,9,12,90,26.1
3657,3903,Urbania (2000),Drama,m3903,2000,2,9,15,13,13,13,13,78,26.0
2966,3183,"Third Miracle, The (1999)",Drama,m3183,1999,3,4,7,24,7,7,24,76,25.9
1337,1442,Prefontaine (1997),Drama,m1442,1997,4,9,35,22,1,1,22,94,25.9
3497,3739,Trouble in Paradise (1932),Comedy|Romance,m3739,1932,2,3,6,12,17,17,12,69,25.9
3319,3553,Gossip (2000),Drama|Thriller,m3553,2000,10,21,34,12,5,5,12,99,25.9
3420,3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,m3662,1991,40,19,19,12,2,2,12,106,25.800000000000004
619,639,Girl 6 (1996),Comedy,m639,1996,13,25,20,19,1,1,19,98,25.8
3170,3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,m3401,1985,35,38,34,5,1,1,5,119,25.8
3490,3732,"Fury, The (1978)",Horror,m3732,1978,5,17,28,16,5,5,16,92,25.700000000000003
2060,2250,Men Don't Leave (1990),Drama,m2250,1990,5,10,22,21,4,4,21,87,25.700000000000003
1864,2045,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance,m2045,1993,2,4,22,21,6,6,21,82,25.700000000000003
551,565,Cronos (1992),Horror,m565,1992,5,12,19,20,5,5,20,86,25.7
3058,3284,They Might Be Giants (1971),Comedy|Romance,m3284,1971,1,5,10,18,11,11,18,74,25.7
3661,3908,Urban Legends: Final Cut (2000),Horror,m3908,2000,34,24,21,9,4,4,9,105,25.7
3160,3391,Who's That Girl? (1987),Comedy,m3391,1987,25,33,26,10,2,2,10,108,25.6
1999,2180,Torn Curtain (1966),Thriller,m2180,1966,2,8,22,21,5,5,21,84,25.6
1801,1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,m1981,1989,53,23,13,6,4,4,6,109,25.6
127,132,Jade (1995),Thriller,m132,1995,17,28,32,12,2,2,12,105,25.6
264,271,Losing Isaiah (1995),Drama,m271,1995,3,12,23,23,2,2,23,88,25.5
1299,1398,In Love and War (1996),Romance|War,m1398,1996,3,12,25,16,7,7,16,86,25.5
3524,3767,Missing in Action 2: The Beginning (1985),Action|War,m3767,1985,38,29,28,8,1,1,8,113,25.5
668,697,Feeling Minnesota (1996),Drama|Romance,m697,1996,16,24,29,14,2,2,14,101,25.400000000000002
876,937,Love in the Afternoon (1957),Comedy|Romance,m937,1957,1,6,9,15,13,13,15,72,25.4
439,453,For Love or Money (1993),Comedy,m453,1993,0,12,33,17,5,5,17,89,25.4
2077,2267,Mortal Thoughts (1991),Mystery|Thriller,m2267,1991,4,19,31,17,3,3,17,94,25.4
1591,1744,Firestorm (1998),Action|Adventure|Thriller,m1744,1998,12,22,24,17,2,2,17,96,25.300000000000004
359,369,Mrs. Parker and the Vicious Circle (1994),Drama,m369,1994,2,9,22,19,6,6,19,83,25.3
835,896,Wild Reeds (1994),Drama,m896,1994,4,5,15,19,8,8,19,78,25.3
988,1056,Jude (1996),Drama,m1056,1996,0,6,15,25,4,4,25,79,25.3
2536,2741,No Mercy (1986),Action|Thriller,m2741,1986,7,13,16,22,3,3,22,86,25.299999999999997
764,810,Kazaam (1996),Children's|Comedy|Fantasy,m810,1996,83,21,14,1,1,1,1,122,25.200000000000003
1855,2036,Blank Check (1994),Children's|Comedy,m2036,1994,31,26,28,9,2,2,9,107,25.1
475,489,Made in America (1993),Comedy,m489,1993,16,31,39,10,1,1,10,108,25.1
1493,1626,Fire Down Below (1997),Action|Drama|Thriller,m1626,1997,22,14,28,15,2,2,15,98,25.1
2326,2521,Airport 1975 (1974),Drama,m2521,1974,14,22,33,11,4,4,11,99,25.1
2605,2810,Perfect Blue (1997),Animation|Mystery,m2810,1997,0,6,8,10,17,17,10,68,25.1
1451,1582,Wild America (1997),Adventure|Children's,m1582,1997,6,7,23,19,5,5,19,84,25.0
3606,3851,I'm the One That I Want (2000),Comedy,m3851,2000,2,1,9,13,15,15,13,68,25.0
